name,key,kind,parentKey,country,region,domesticOrIntl,isSystem,isActive,description,latitude,longitude,openingHours,durationMin,bestTime,entryFee,suitabilityTags,googleMapsUrl,iataCode,icaoCode,stationCode,officialName,shortName,sourceUrl
Vrindavan Railway Station,india/north-india/uttar-pradesh/braj-and-agra-region/mathura-district/vrindavan/vrindavan-railway-station,railway_station,india/north-india/uttar-pradesh/braj-and-agra-region/mathura-district/vrindavan,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BDB,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Varanasi Junction Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/varanasi-junction-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BSB,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Banaras Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/banaras-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BSBS,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Kashi Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/kashi-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,KEI,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Sarnath Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath/sarnath-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,SRNT,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Mirzapur Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur/mirzapur-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,MZP,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Jaunpur Junction Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur/jaunpur-junction-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,JNU,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Ghazipur City Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur/ghazipur-city-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,GCT,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Gorakhpur Junction Railway Station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/gorakhpur-junction-railway-station,railway_station,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,GKP,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Kushinagar Railway Station,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/kushinagar-railway-station,railway_station,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,KSA,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Balrampur Railway Station,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti/balrampur-railway-station,railway_station,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BLP,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Siddharth Nagar Railway Station,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa/siddharth-nagar-railway-station,railway_station,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,SDDN,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Farrukhabad Junction Railway Station,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district/sankisa/farrukhabad-junction-railway-station,railway_station,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district/sankisa,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,FBD,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Prayagraj Junction Railway Station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/prayagraj-junction-railway-station,railway_station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,PRYJ,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Prayag Railway Station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/prayag-railway-station,railway_station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,PRG,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Chitrakutdham Karwi Railway Station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot/chitrakutdham-karwi-railway-station,railway_station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/chitrakoot-district/chitrakoot,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,CKTD,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Virangana Lakshmibai Jhansi Junction Railway Station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi/virangana-lakshmibai-jhansi-junction-railway-station,railway_station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/jhansi-district/jhansi,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,VGLJ,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Lalitpur Junction Railway Station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur/lalitpur-junction-railway-station,railway_station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,LAR,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Mahoba Junction Railway Station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba/mahoba-junction-railway-station,railway_station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/mahoba-district/mahoba,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,MBA,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Banda Junction Railway Station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district/banda/banda-junction-railway-station,railway_station,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/banda-district/banda,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BNDA,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Kanpur Central Railway Station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur/kanpur-central-railway-station,railway_station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/kanpur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,CNB,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Brahmavart Railway Station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor/brahmavart-railway-station,railway_station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kanpur-nagar-district/bithoor,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BRT,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Etawah Junction Railway Station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah/etawah-junction-railway-station,railway_station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/etawah-district/etawah,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,ETW,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Kannauj Railway Station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj/kannauj-railway-station,railway_station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/kannauj-district/kannauj,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,KJN,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Aligarh Junction Railway Station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh/aligarh-junction-railway-station,railway_station,india/north-india/uttar-pradesh/doab-and-industrial-heritage/aligarh-district/aligarh,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,ALJN,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Meerut City Junction Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut/meerut-city-junction-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/meerut-district/meerut,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,MTC,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Ghaziabad Junction Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad/ghaziabad-junction-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/ghaziabad-district/ghaziabad,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,GZB,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Anand Vihar Terminal Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida/anand-vihar-terminal-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/gautam-buddha-nagar-district/noida,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,ANVT,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Saharanpur Junction Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur/saharanpur-junction-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/saharanpur-district/saharanpur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,SRE,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Muzaffarnagar Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district/muzaffarnagar/muzaffarnagar-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/muzaffarnagar-district/muzaffarnagar,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,MOZ,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Bijnor Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/bijnor/bijnor-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/bijnor-district/bijnor,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BJO,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Moradabad Junction Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district/moradabad/moradabad-junction-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/moradabad-district/moradabad,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,MB,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Rampur Junction Railway Station,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur/rampur-junction-railway-station,railway_station,india/north-india/uttar-pradesh/western-uttar-pradesh/rampur-district/rampur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,RMU,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Bareilly Junction Railway Station,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly/bareilly-junction-railway-station,railway_station,india/north-india/uttar-pradesh/rohilkhand-and-terai/bareilly-district/bareilly,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BE,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Pilibhit Junction Railway Station,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit/pilibhit-junction-railway-station,railway_station,india/north-india/uttar-pradesh/rohilkhand-and-terai/pilibhit-district/pilibhit,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,PBE,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Lakhimpur Railway Station,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/lakhimpur/lakhimpur-railway-station,railway_station,india/north-india/uttar-pradesh/rohilkhand-and-terai/lakhimpur-kheri-district/lakhimpur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,LMP,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Bahraich Railway Station,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/bahraich/bahraich-railway-station,railway_station,india/north-india/uttar-pradesh/rohilkhand-and-terai/bahraich-district/bahraich,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,BRK,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Shahjahanpur Railway Station,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district/shahjahanpur/shahjahanpur-railway-station,railway_station,india/north-india/uttar-pradesh/rohilkhand-and-terai/shahjahanpur-district/shahjahanpur,India,,domestic,true,true,Key operational railway station serving the destination and surrounding region.,,,,,,,,,,,SPN,,,https://indianrailways.gov.in/railwayboard/uploads/directorate/traffic_comm/Station_Name_8477.pdf
Deogarh Jain Temples Gateway,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur/deogarh-jain-temples-gateway,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur,India,,domestic,true,true,Rail and road gateway to Deogarh's temple landscape.,,,,90,,,road_trip|heritage,,,,,,,https://www.uptourism.gov.in/
Matatila Dam,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur/matatila-dam,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur,India,,domestic,true,true,Reservoir and recreation landscape near Lalitpur.,,,,90,,,dam|lake,,,,,,,https://www.uptourism.gov.in/
Talbehat Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur/talbehat-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/lalitpur-district/lalitpur,India,,domestic,true,true,Historic fort beside a lake.,,,,90,,,fort|lake,,,,,,,https://www.uptourism.gov.in/
